,text_id,text,label_0_mean,label_0_std,label_0_last,label_1_mean,label_1_std,label_1_last,label,pred,agreement_level,agreement_factor,confidence,variability,correctness,is_correct
0,1, EXPOSE WHAT IS HIDDEN IN AREA 51? #Anonymous #anonymus,0.9408356428146363,0.1535316989367361,0.9999724626541138,0.05916432433386944,0.1535317108560904,2.7481388315209188e-05,0,0,A+,0.8,0.9408356428146363,0.1535316989367361,1.0,True
1,2,Police Departments need to be purged. Cop culture must be transformed. These are lawless bullies authorized to commit murder.,0.8875533938407898,0.1897669234624042,0.9998260140419006,0.11244660241645761,0.18976690572306773,0.0001739939907565713,0,0,A++,1.0,0.8875533938407898,0.1897669234624042,1.0,True
2,3,"And he looked this way and that way, and when he saw that there was no man, he slew the Egyptian, and hid him in the sand. 13  Exodus 2  #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter",0.9401348769664765,0.11547934012658721,0.9999116659164429,0.05986512897361536,0.11547933093253569,8.835438347887248e-05,0,0,A++,1.0,0.9401348769664765,0.11547934012658721,1.0,True
3,4," U r the biggest piece of 💩 on TV. How the hell can u actually sleep at night with all your crappy advice? How dare u even suggest we're overreacting. ""a lot of doctors"" feel ""the worry &amp; the panic about coronavirus is going 2 b worse than the actual coronavirus for them""",0.6169917115825229,0.44327161845163543,0.9998655319213867,0.38300827927596404,0.443271617406883,0.00013439527538139373,1,0,A++,1.0,0.38300827927596404,0.443271617406883,0.0,False
4,5,"The TV Remote Control is for things like this, soyo can quickly change the channel so you are not sickened by this type of crap, which no commode in the world is equipped to handle.",0.9396708846092224,0.13407833845063036,0.9998601675033569,0.060329139633540765,0.134078337752972,0.00013975822366774082,0,0,A0,0.6,0.9396708846092224,0.13407833845063036,1.0,True
5,6,21% of the Coronavirus deaths are in the U.S.  U.S. is only 4.25% of the Worlds population.  Let that sink in.  🦠🇺🇸🌎 <url>,0.5775034581718501,0.47157748988835263,0.000523605674970895,0.42249654283186827,0.47157748320289994,0.9994763731956482,0,1,A++,1.0,0.5775034581718501,0.47157748988835263,0.0,False
6,7," I'm not celebrating yet.  There are a lot of shenanigans going on.  That's why I voted early, in person.  I wanted to make certain my  vote is counted on election night.",0.984670239686966,0.03025103165468621,0.9998866319656372,0.015329759604719584,0.03025103013802319,0.00011331537825753912,0,0,A++,1.0,0.984670239686966,0.03025103165468621,1.0,True
7,8,"   Just take the L g, or find better evidence",0.5953192297296482,0.43872268198333414,0.0004409840330481529,0.40468076070319514,0.43872268072931897,0.9995589852333069,0,1,A++,1.0,0.5953192297296482,0.43872268198333414,0.0,False
8,9,Elections have consequences 101:  - Republican voters elected GOP US Senators to prevent leftwing fascists from subverting the SCOTUS;  - Republican voters elected GOP US Senators to put conservatives on the SCOTUS.  Vote   #MAGA   #KAG2020 <url>,0.9461642026901245,0.08706060220891654,0.9998409748077393,0.05383578526380006,0.08706061003917828,0.00015897555567789823,0,0,A0,0.6,0.9461642026901245,0.08706060220891654,1.0,True
9,10,  I'm in the never catagory.,0.5329005186198629,0.46952838128358015,0.9999438524246216,0.46709948295920184,0.46952838824945864,5.610866719507612e-05,0,0,A++,1.0,0.5329005186198629,0.46952838128358015,1.0,True
10,11,"After Mocking Trump For Suggesting Hydroxychloroquine Might Be Effective Against Coronavirus, Media Starts To Admit That Maybe It Is —Ace  ""But they're not crediting Trump and they're not admitting their own stupidity and lies""     👇 <url>	A+	1	1,0,1,1,1	Ann779,Ann200,Ann514,Ann344,Ann568	Covid-19
12_dev	That’s stupid. Our grandkids are frequent vectors of colds, flus and other infections they contract in school. The #China virus, being more contagious would be worse.	A+	1	1,1,1,1,0	Ann200,Ann344,Ann704,Ann779,Ann514	Covid-19
13_dev	Did Russia hack Twitter or does it have COVID-19?	A+	0	0,1,0,0,0	Ann768,Ann681,Ann232,Ann555,Ann589	Covid-19
14_dev	Hahaha what the fuuuuuuck is this	A++	1	1,1,1,1,1	Ann689,Ann237,Ann616,Ann245,Ann274	BLM
15_dev	let me ask you, how is it kneeling on someone’s neck for over 7 minutes while they are saying i cant breathe"" an accident? he knew what he was doing and he had the intent to murder george floyd. #RaiseTheDegree",0.4965453373588389,0.4502910148092542,0.0005953600048087537,0.5034546536353446,0.4502910287609819,0.9994046688079834,0,1,A++,1.0,0.4965453373588389,0.4502910148092542,0.0,False
11,12,"Watch for free, ""America Street,"" on racism and murderous violence against Black Americans, by béninois filmmaker, Indrissou Mora Kpai, shot in the wake of the Walter Scott murder and the Mother Emanuel AME Church massacre. #GeorgeFloyd #BlackLivesMatter  <url>",0.9835468590259552,0.03122128477283308,0.9996285438537598,0.016453133350114512,0.031221296042001426,0.00037140841595828533,0,0,A+,0.8,0.9835468590259552,0.03122128477283308,1.0,True
12,13," It’s forced socialism, so... no",0.9928784251213074,0.010532014739881995,0.9998494386672974,0.00712156772860908,0.01053199365007217,0.00015052722301334143,0,0,A++,1.0,0.9928784251213074,0.010532014739881995,1.0,True
13,14,"Gee. Thanks, Dick. <url>",0.37244810002011947,0.43518709857833776,0.0013085576938465238,0.6275518935988658,0.4351870979345287,0.9986914992332458,1,1,A+,0.8,0.6275518935988658,0.4351870979345287,1.0,True
14,15,"  Is it real but if its Waziristan,obviously soldiers must b dealing wid terrorists who kill our citizens &amp; soldiers ( as four PakArmy men hv been martyred even yesterday) There is no comparison of TTP /their abettors wid innocent unarmed Kashmiris or George Floyd  ",0.9704415619373321,0.04930795860134988,0.9997377991676331,0.02955844048410654,0.0493079699992528,0.0002622013271320611,0,0,A++,1.0,0.9704415619373321,0.04930795860134988,1.0,True
15,16,SPEND THE FUCKING MONEY YOU DIPSHITS!!!! <url>,0.28304656346153934,0.3957997059182044,0.0010543399257585406,0.7169534414276616,0.3957997056153456,0.9989456534385681,1,1,A++,1.0,0.7169534414276616,0.3957997056153456,1.0,True
16,17,"    They are morons, they vote Trump",0.6623308064008597,0.4467623314490117,0.9999368190765381,0.3376691939685164,0.44676233194963644,6.314658821793273e-05,1,0,A+,0.8,0.3376691939685164,0.44676233194963644,0.0,False
17,18,Can someone please explain to me why they haven’t arrested that murderous cop who killed George Floyd yet? Why is that SOB still a free man?,0.6786011284488874,0.40975785537553905,0.9998658895492554,0.32139886806471624,0.40975786539844566,0.0001340798771707341,1,0,A+0,0.6,0.32139886806471624,0.40975786539844566,0.0,False
18,19,    🤣🤣🤣 Trump team are pathetic losers. Trump is a weak coward. #TrumpMeltdown,0.5138728924735915,0.4621871563258357,0.9998801946640015,0.4861270981564303,0.4621871441753736,0.00011982242722297087,1,0,A++,1.0,0.4861270981564303,0.4621871441753736,0.0,False
19,20,I just realized they’re idiots. <url>,0.6081322749087121,0.45030886822539673,0.0008137325057759881,0.3918677347839548,0.45030885643065055,0.9991862177848816,1,1,A++,1.0,0.3918677347839548,0.45030885643065055,1.0,True
20,21,Total Confirmed Covid Cases by County For UT   7-30-20:  This and our Covid series of visualizations cuts through the noise thanks to USAFacts and a top team of data scientists. #covidvislualizations #coviddata #smcanalytics <url>,0.9512374758720398,0.14263173023407325,0.9998422861099243,0.04876251659225091,0.14263172273809388,0.00015763424744363874,0,0,A++,1.0,0.9512374758720398,0.14263173023407325,1.0,True
21,22,"Decent #Americans - those of us who love our families, our communities, our country - vastly outnumber the Q-Ball #MAGA #WhiteSupremacists. And we are standing by, but not standing back. The nightmare begins to end in 33 days... #PresidentialDebate2020  #shutupman #debates",0.6727491334975639,0.4076331781012386,0.0003458794963080436,0.32725086970058326,0.40763316736722827,0.9996541738510132,1,1,A+0,0.6,0.32725086970058326,0.40763316736722827,1.0,True
22,23,How Convenient. FBI Shuts Down FOIA Operation Until At Least March 30 Over Coronavirus Panic <url> via  DUMB WRAY! JUST ANOTHER EXCUSE TO TRY TO MAKE IT GO AWAY!,0.2576859906199388,0.3988407296468622,0.005379914306104183,0.7423140157014132,0.3988407500545926,0.9946200847625732,1,1,A+0,0.6,0.7423140157014132,0.3988407500545926,1.0,True
23,24, So now Elected officials are magically responsible for things that happen on their watch. Covid deaths are on you then you incompetent boob.,0.7389371856115758,0.39362271990473297,0.9997548460960388,0.2610628097587323,0.3936227229226125,0.00024517421843484044,0,0,A0,0.6,0.7389371856115758,0.39362271990473297,1.0,True
24,25,"What insights did you gain from the  COVID-19 Liability Legislation webinar w/  If you missed the live discussion, you can view the recording here. <url>",0.9380756961802642,0.17698716558153585,0.9998527765274048,0.06192429298122685,0.1769871659125896,0.00014718594320584089,0,0,A++,1.0,0.9380756961802642,0.17698716558153585,1.0,True
25,26,South Korean CDC worried about coronavirus second wave. <url> <url>,0.9070981244246165,0.1926913675412098,0.9999047517776489,0.09290186563133224,0.19269137044479387,9.51955298660323e-05,0,0,A++,1.0,0.9070981244246165,0.1926913675412098,1.0,True
